Tahun;P;Provinsi;Kabupaten/Kota;Nama Fasilitas;Jenis;Status;Sampahmasuk (kg/thn);Sampahterkelola (kg/thn);Bahan baku Pakan Ternak;Bahan baku Kompos;Bahan baku Daur Ulang;Bahan baku Up-cycle;Alamat;Kelurahan;Kecamatan;Pengelola
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit SDN Kenari 08;BSU;A;108,00;108,00;0,00;0,00;108,00;0,00;Salemba Raya 03/06;kenari;senen;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit SMPN 28;BSU;A;432,00;432,00;0,00;0,00;432,00;0,00;Jl. Mardani raya No. 17 RT 01 RW 05;Johar Baru;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Kelurahan Petojo Utara Kejora;BSU;A;585,96;585,96;0,00;0,00;585,96;0,00;Jl. Pembangunan II RT09/02;Petojo Utara;Gambir;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Sudinkes Jakarta Pusat;BSU;A;0,00;0,00;0,00;0,00;0,00;0,00;Jl. Percetakan negara  82;Rawasari;Cempaka Putih;Pemda
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Delima Rw 03;BSU;A;240,96;240,84;0,00;0,00;240,84;0,00;Jl. Cempaka putih Barat II Pos RW 03;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit SDN 07 Kenari;BSU;A;132,00;132,00;0,00;0,00;132,00;0,00;Jl. Salemba Raya No.18 Rt.003/006;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Cempaka RT 09 RW 03;BSU;A;0,00;0,00;0,00;0,00;0,00;0,00;Jl. Cempaka Putih Timur XVII RT 009 RW 003;Cempaka Putih Timur;Cempaka Putih;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit SD 05 Mangga Dua Selatan;BSU;A;1.926,00;1.925,88;0,00;0,00;1.925,88;0,00;Jl. Mangga Dua Selatan;Mangga Dua Selatan;Sawah Besar;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Kutilang;BSU;A;1.614,60;1.614,60;0,00;0,00;1.614,60;0,00;JL. Johar Baru IV;Johar Baru;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Gambir Ceria;BSU;A;869.211,96;869.211,96;0,00;0,00;0,00;869.211,96;JL. TANAH ABANG I NO. 10;Petojo Selatan;Gambir;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Anggrek kemayoran;BSU;A;4.956,00;4.956,00;0,00;0,00;4.956,00;0,00;Jl. Benda Barat 012/001;Kemayoran;Kemayoran;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Rawa Indah RW 04;BSU;A;765,48;765,48;0,00;0,00;765,48;0,00;Kampung Rawa, Johar Baru;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit RW 09 Kenari;BSU;A;468,00;432,00;0,00;0,00;432,00;0,00;Jl. Kramat raya RT 001/09 kel kenari kec senen;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit MADUSELA;BSU;A;6.552,00;6.552,00;0,00;0,00;6.552,00;0,00;Jl. Mangga Dua Dalam No 1 01/12;Mangga Dua Selatan;Sawah Besar;LSM
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;BANK SAMPAH UNIT MANDIRI RW 006;BSU;A;2.540,04;2.540,04;0,00;0,00;2.540,04;0,00;Jl. Gatep 03/06;Mangga Dua Selatan;Sawah Besar;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit PD Pasar Johar;BSU;A;8.378,04;8.378,04;0,00;0,00;8.378,04;0,00;Jl. Percetakan Negara II Johar Baru;Johar Baru;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Kantor Walikota;BSU;A;4.813,44;4.813,44;0,00;0,00;4.813,44;0,00;JL. TANAH ABANG I NO. 1;Petojo Selatan;Gambir;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Anyelir Rawasari;BSU;A;0,00;0,00;0,00;0,00;0,00;0,00;pramuka jaya sari;Rawasari;Cempaka Putih;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Ernortig;BSU;A;575,40;575,40;0,00;0,00;575,40;0,00;kelurahan;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit RW 07 Paseban;BSU;A;1.764,00;1.752,00;0,00;0,00;1.752,00;0,00;Jl. Kramat sawah, rw 07 kel paseban kec. Senen;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;BANK SAMPAH UNIT ASRI KARANG ANYAR;BSU;A;1.862,04;1.861,92;0,00;0,00;1.861,92;0,00;Jl. B Raya 07/05;Karang Anyar;Sawah Besar;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Seruni RW 03;BSU;A;700,44;700,32;0,00;0,00;700,32;0,00;JL Johar Baru Utara I RT 012 RW 003;Johar Baru;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Si Pitung Balaikota;BSU;A;3.783,96;3.783,96;0,00;0,00;3.783,96;0,00;JL. MERDEKA SELATAN NO.8-9;GAMBIR;GAMBIR;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Srikaya;BSU;A;198,96;198,96;0,00;0,00;198,96;0,00;Cempaka Putih Timur 17;Cempaka Putih Timur;Cempaka Putih;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Girli SPS Paud Anyelir;BSU;A;22,44;21,36;0,00;0,00;21,36;0,00;Jl. Pramuka Jaya Sari RT 01 RW 02;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit RW 04 Senen;BSU;A;180,00;180,00;0,00;0,00;180,00;0,00;Jl. Bungur Besar No 17 RT 02/04 Kel. Bungur kec. Senen;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Maya Kartini;BSU;A;1.806,00;1.806,00;0,00;0,00;1.806,00;0,00;Jl. Kartini 8 Dalam No 118 08/08;Kartini;Sawah Besar;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit SMPN 2;BSU;A;146,52;146,52;0,00;0,00;146,52;0,00;Jl. Mardani Raya RT 01 RW 05;Johar Baru;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank sampah Unit Asri Kemenko PMK;BSU;A;351,96;351,84;0,00;0,00;351,84;0,00;JL. MERDEKA BARAT NO. 3;Gambir;Gambir;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Pucuk merah;BSU;A;384,00;384,00;0,00;0,00;384,00;0,00;Cempaka Putih Timur;Cempaka Putih Timur;Cempaka Putih;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Acil SPS Paud Sakura;BSU;A;455,04;455,04;0,00;0,00;455,04;0,00;Jl. Bacang RT 09 RW 06;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Cempaka RT 04/05 CPT;BSU;A;852,00;852,00;0,00;0,00;852,00;0,00;Jl.Cempaka Putih Tengah 13 Rt04/05;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Satya Madangkara RW 04;BSU;A;755,04;755,04;0,00;0,00;755,04;0,00;Jl. Bala Dewa Kiri RT 001 RW 04;Tanah Tinggi;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Cahaya Abadi Menteng;BSU;A;99.350,04;99.350,04;0,00;0,00;99.350,04;0,00;Jl. Latuharhary Rw 04;Menteng;Menteng;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Anugerah;BSU;A;354,48;354,48;0,00;0,00;354,48;0,00;Jl. Johar Baru Utara I RT 12 RW 03;Johar Baru;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Gotong Royong;BSU;A;2.648,52;2.648,52;0,00;0,00;2.648,52;0,00;JL. CIDENG BARAT DALAM XII NO.93;Cideng;Gambir;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Mawar;BSU;A;615,96;615,96;0,00;0,00;615,96;0,00;Jl. Kepu barat GG 7 008/003;Kemayoran;Kemayoran;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bijak SPS Paud Edelweis;BSU;A;77,04;76,92;0,00;0,00;76,92;0,00;Jl. Pramuka Sari III RT 013 RW 07;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit SMKN 03 Gunung Sahari Selatan;BSU;A;632,04;632,04;0,00;0,00;632,04;0,00;Jl. Garuda Kek. Gunung Sahari Selatan;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Lembayung RW 11;BSU;A;721,20;721,20;0,00;0,00;0,00;721,20;Jl. Bala Dewa Kiri RT 010 RW 011;Tanah Tinggi;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit SMPN 280 Menteng;BSU;A;330,00;330,00;0,00;0,00;330,00;0,00;Jl. Cilacap No.5;Menteng;Menteng;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Mawar Merah Johar Baru;BSU;A;1.042,08;1.042,08;0,00;0,00;1.042,08;0,00;JL. Percetakan Negara II RT 011 RW 006;Johar Baru;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Sedap Malam RW 10;BSU;A;2.451,96;2.451,96;0,00;0,00;0,00;2.451,96;JL. CIDENG BARAT N0. 12;Cideng;Gambir;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Mawar Merah cpb;BSU;A;2.465,64;2.465,52;0,00;0,00;2.465,52;0,00;Cempaka Putih Barat;Cempaka Putih Barat;Cempaka Putih;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bintang RW 04;BSU;A;145,80;145,80;0,00;0,00;145,80;0,00;Jl. Percetakan Negara IX A RT 005 RW 004 SPS Alamanda;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Mulyo;BSU;A;134,04;134,04;0,00;0,00;134,04;0,00;Jl. Rajawali Selatan I RT 14/02;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Teratai RW 11;BSU;A;1.424,40;1.424,40;0,00;0,00;1.424,40;0,00;Jl. Johar Baru V Rt 010 Rw 11;Johar Baru;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Cahaya Menteng;BSU;A;3.084,00;3.084,00;0,00;0,00;3.084,00;0,00;Jl. Anyer No. 9A 04/09;Menteng;Menteng;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Palem;BSU;A;296,28;296,28;0,00;0,00;296,28;0,00;Jl. Percetakan Negara II RT 017 RW 07;Johar Baru;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Paud melati 7;BSU;A;321,96;321,96;0,00;0,00;321,96;0,00;JL. SETI KAWAN RAYA RT 001 RW 007;Duri Pulo;Gambir;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank sampah Unit Cempaka Kemayoran RT 001/005;BSU;A;123,96;123,96;0,00;0,00;123,96;0,00;Jl. Kemayoran Utara No. 8B 001/005;Kemayoran;Kemayoran;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;RW 04 Kramat;BSU;A;240,00;240,00;0,00;0,00;240,00;0,00;Jl. Kramat Pulo;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Kecamatan Sawah Besar;BSU;A;2.148,00;2.148,00;0,00;0,00;2.148,00;0,00;Jl. Karang Anyar Utara RW 12;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Mabes Sembilan RW 09;BSU;A;1.560,00;1.560,00;0,00;0,00;1.560,00;0,00;Jl, Anyer XVII RW 09;Menteng;Menteng;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Rw.04 Pegangsaan;BSU;A;8.247,96;8.247,96;0,00;0,00;8.247,96;0,00;Rw.04 Pegangsaan;Pegangsaan;Menteng;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Dahlia RW 004;BSU;A;697,92;697,80;0,00;0,00;697,80;0,00;Jl. Percetakan Negara II Gg UU Rt 02/04;Johar Baru;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit RPTRA Mardani Asri;BSU;A;638,04;638,04;0,00;0,00;638,04;0,00;Mardani asri;Cempaka Putih Barat;Cempaka Putih;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Kantil;BSU;A;926,04;926,04;0,00;0,00;926,04;0,00;Jl. Kemayoran Timur 2 005/008;Kemayoran;Kemayoran;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Filsafat;BSU;A;57,60;57,60;0,00;0,00;57,60;0,00;Jl. Pramuka Sari I No 1 SPS Negeri Bale Bermain Rawasari Ceria;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;BANK SAMPAH UNIT TUNAS MANDIRI RW 04;BSU;A;2.697,96;2.697,72;0,00;0,00;2.697,72;0,00;kelurahan duri pulo;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Melati Kebon Sirih;BSU;A;1.452,00;1.440,00;0,00;0,00;1.440,00;0,00;Jl. Kalipasir Gg Eretan RW 08;Kebon Sirih;Menteng;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah unit Mat Dati;BSU;A;684,00;684,00;0,00;0,00;684,00;0,00;Jl. Taman Amir Hamzah;Pegangsaan;Menteng;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit CG5R;BSU;A;30.243,96;30.243,96;0,00;0,00;30.243,96;0,00;Jl. Krekot Jaya 1 No. 4C;Pasar Baru;Sawah Besar;LSM
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Masjid Al Nizham;BSU;A;180,00;180,00;0,00;0,00;180,00;0,00;Jl. Rawasari timur;Cempaka Putih Timur;Cempaka Putih;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Sehati;BSU;A;1.983,96;1.983,96;0,00;0,00;1.983,96;0,00;Jl. Dakota V 009/009;Kebon Kosong;Kemayoran;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Sari Delapan;BSU;A;1.481,64;1.481,52;0,00;0,00;1.481,52;0,00;JL. Pramuka Sari I Rt. 009/008;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Galur RW 07;BSU;A;489,00;489,00;0,00;0,00;489,00;0,00;GALUR;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Ikhlas RW 05;BSU;A;156,00;155,88;0,00;0,00;155,88;0,00;Jl. Kartini RT 08 RW 05;Pasar Baru;Sawah Besar;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Bunga Matahari;BSU;A;2.222,52;2.222,40;0,00;0,00;2.222,40;0,00;Jl. Pramuka Sari V RT 013/RW05;Rawasari;Cempaka Putih;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit SDN 02 Cikini;BSU;A;660,00;660,00;0,00;0,00;660,00;0,00;Jl. Cidurian Rw 04;Cikini;Menteng;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit SMA 20;BSU;A;183,96;183,96;0,00;0,00;183,96;0,00;Jl. Krekot Bunder III;Pasar Baru;Sawah Besar;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Pasar Rawasari;BSU;A;3.816,00;3.804,00;0,00;0,00;3.804,00;0,00;Jl. Rawasari Selatan;Cempaka Putih Timur;Cempaka Putih;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Hijau Selaras Mandiri;BSU;A;2.092,08;2.092,08;0,00;0,00;2.092,08;0,00;Kompleks Angkasa Pura Blok PQRS 014/006;Kebon Kosong;Kemayoran;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit SDN 01 Usaha Bersama GSU;BSU;A;177,96;177,84;0,00;0,00;177,84;0,00;Gunung Sahari Utara, Sawah Besar;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Ghang-Nam;BSU;A;144,00;144,00;0,00;0,00;144,00;0,00;Jl. Rawasari Barat RT 05 RW 01;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit BS GANG Hober RW 04;BSU;A;4.188,00;4.188,00;0,00;0,00;4.188,00;0,00;Jl. Petojo Barat II RW 04;Petojo Utara;Gambir;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Ksatria kel.kebon sirih;BSU;A;288,00;276,00;0,00;0,00;276,00;0,00;Jl. Jaksa No. 8;Kebon Sirih;Menteng;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit SMK 27 Sumber Rejeki;BSU;A;516,00;516,00;0,00;0,00;516,00;0,00;Jl. Dr Sutomo no 1 Pasar Baru;Pasar Baru;Sawah Besar;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Paud Melati 4;BSU;A;423,00;423,00;0,00;0,00;423,00;0,00;JL. DURI B MASJID 004/004;Duri Pulo;Gambir;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit RW.08 Lumba lumba;BSU;A;247,20;247,08;0,00;0,00;247,08;0,00;Jl. Lumba-lumba 014/008;Cempaka Baru;Kemayoran;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;bank sampah unit bs RSTA Rw 10;BSU;A;3.169,56;3.169,56;0,00;0,00;3.169,56;0,00;kelurahan kebon kacang;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Bersama;BSU;A;0,00;0,00;0,00;0,00;0,00;0,00;Jl. Cempaka Putih Timur XVII RT 009 RW 003;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit SD 04 Kebon Sirih;BSU;A;384,00;384,00;0,00;0,00;384,00;0,00;Jl. Haji Agus Salim;Kebon Sirih;Menteng;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;"Bank Sampah Unit Greentech 1 ""SMKN 1""";BSU;A;168,00;168,00;0,00;0,00;168,00;0,00;Jl. Budi Utomo No.7;Pasar Baru;Sawah Besar;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Orenz Mandiri;BSU;A;1.545,96;1.545,96;0,00;0,00;1.545,96;0,00;JL. PETOJO BARAT VII RT 012RW 001;Duri Pulo;Gambir;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit SDN 11 Cempaka Baru;BSU;A;356,76;356,76;0,00;0,00;356,76;0,00;Jl. Remaja Raya No.52 005/008;Cempaka Baru;Kemayoran;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;bank sampah unit bersih asri;BSU;A;182,64;182,64;0,00;0,00;182,64;0,00;kelurahan kampung bali;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Gang L;BSU;A;267,72;267,60;0,00;0,00;267,60;0,00;Jl. Cempaka Putih Timur XVII RT 012 RW 003;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit KP Bali SIAGA;BSU;A;764,04;764,04;0,00;0,00;764,04;0,00;Jl Kp Bali 5 no 8 (Kantor Kelurahan);Kampung Bali;Tanah Abang;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;"Bank Sampah Unit Berseri ""kantor Kelurahan""";BSU;A;1.104,00;1.104,00;0,00;0,00;1.104,00;0,00;Jl. Krekot Jaya 1 No. 4C;Pasar Baru;Sawah Besar;LSM
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Mustika RW.11;BSU;A;1.242,96;1.242,84;0,00;0,00;1.242,84;0,00;JL. PETOJO SELATAN XI/20;Cideng;Gambir;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Komplek Logam Mulia RW 02;BSU;A;3.187,44;3.187,44;0,00;0,00;3.187,44;0,00;Jl. Perunggu 004/002;Harapan Mulia;Kemayoran;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Kurma;BSU;A;311,04;311,04;0,00;0,00;311,04;0,00;Jl. Cempaka Putih Timur RT 01 RW 03 K;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Ikada;BSU;A;285,96;285,96;0,00;0,00;285,96;0,00;Jl. Cempaka Putih Timur RT 02 RW 03;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Sumber Berkah RW 06;BSU;A;5.157,36;5.157,24;0,00;0,00;5.157,24;0,00;Jl. Muhirin Gg W  NO 16 RT 006 RW 06;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit ARBAN;BSU;A;10.490,04;10.489,80;0,00;0,00;10.489,80;0,00;jl. KH awaludin IV;Kebon Melati;Tanah Abang;LSM
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit SMPN 05 Pasar Baru;BSU;A;114,00;114,00;0,00;0,00;114,00;0,00;Jl. Dr Sutomo no 1 Pasar Baru;Pasar Baru;Sawah Besar;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah unit Swadaya Tanjung Selor;BSU;A;232.364,04;232.364,04;0,00;0,00;232.364,04;0,00;JL. TANJUNG SELOR NO. 1;Cideng;Gambir;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Bersih Yow SMPN 228;BSU;A;1.228,56;1.228,44;0,00;0,00;1.228,44;0,00;Jl. Sumur Batu Raya No.6 011/001;Sumur batu;Kemayoran;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;srikandi  (07);BSU;A;467,04;467,04;0,00;0,00;467,04;0,00;Jl. Tanah Tinggi XII No. 22;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;LILY 05;BSU;A;702,36;702,36;0,00;0,00;702,36;0,00;KAMPUNG RAWA;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Cemara;BSU;A;238,32;238,20;0,00;0,00;238,20;0,00;Jl. Bacang No. 46 Kel. Rawasari Rt 005 rw 07;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit MELATI BERKARYA;BSU;A;523,44;523,44;0,00;0,00;523,44;0,00;Dukuh Pinggir V;Kebon Melati;Tanah Abang;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Dipo Rawa Kerbau;BSU;A;23.604,00;23.604,00;0,00;0,00;23.604,00;0,00;Komplek Perkantoran Rawa Kerbau;Cempaka Putih Timur;Cempaka Putih;Pemda
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Galur jaya;BSU;A;1.064,04;1.064,04;0,00;0,00;1.064,04;0,00;Jl. Galur Jaya No. 36;Galur;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah unit Sumba Resik;BSU;A;240,00;240,00;0,00;0,00;240,00;0,00;Jl. Howitzer Raya No.5 11/06;Sumur batu;Kemayoran;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;bank sampah nol empat bersih;BSU;A;333,96;333,84;0,00;0,00;333,84;0,00;jl talang betutu ujung;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;samawa;BSU;A;75,00;75,00;0,00;0,00;75,00;0,00;Jl. Cempaka Putih Timur RT 03 RW 03;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Lancar Jaya RW 01;BSU;A;393,96;393,96;0,00;0,00;393,96;0,00;Jl. Pos Utara II No. 21;;;LSM
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit BERSENYUM;BSU;A;5.560,20;5.560,20;0,00;0,00;5.560,20;0,00;Jl petamburan 2;Petamburan;Tanah Abang;LSM
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Cempaka Abadi;BSU;A;20.736,00;20.724,00;0,00;0,00;20.724,00;0,00;Jl. Rawasari selatan 16/02;Cempaka Putih Timur;Cempaka Putih;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Kwista Jaya;BSU;A;2.564,76;2.564,76;0,00;0,00;2.564,76;0,00;Jl. Rawa Tengah RT 04 RW 07;Galur;Johar Baru;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit SMAN 5 Sumur Batu;BSU;A;1.265,76;1.265,64;0,00;0,00;1.265,64;0,00;Jl. Sumur Batu Raya 0114/001;Sumur batu;Kemayoran;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit RW 04 Pegangsaan;BSU;A;3.372,00;3.372,00;0,00;0,00;3.372,00;0,00;kelurahan pegangsaan, kecamatan menteng;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;TIANG 07;BSU;A;360,24;360,12;0,00;0,00;360,12;0,00;KAMPUNG RAWA;;;Masyarakat
2023;1;DKI Jakarta;Kota Adm. Jakarta Pusat;Bank Sampah Unit Anggrek RW 07;BSU;A;404,04;404,04;0,00;0,00;404,04;0,00;Jl. Rasela 1 RT 10 RW 07;;;Masyarakat
